年月日,時間,気圧（現地）,気圧（海面）,降水量,気温,露点温度,蒸気圧,湿度,風速,風向,日照時間,全天日射量,降雪,積雪
1993-01-11,19,1014.9,1018.7,0,5.0,-0.4,5.9,68.0,1.9,0,0,0,0,0
1993-01-11,20,1015.2,1019.0,0,4.5,0.2,6.2,74.0,0.9,0,0,0,0,0
1993-01-11,21,1015.3,1019.1,0,4.8,0.3,6.2,73.0,1.8,0,0,0,0,0
1993-01-11,22,1015.5,1019.3,0.0,4.0,1.2,6.7,82.0,1.5,0,0,0,0,0
1993-01-11,23,1015.5,1019.3,0,3.6,1.4,6.8,86.0,1.1,0,0,0,0,0
1993-01-11,24,1015.3,1019.1,0,3.4,1.3,6.7,86.0,0.9,0,0,0,0,0
1993-01-12,1,1015.8,1019.6,0,2.8,1.4,6.8,90.0,1.5,0,0,0,0,0
1993-01-12,2,1015.3,1019.1,0,2.0,1.0,6.6,93.0,1.1,0,0,0,0,0
1993-01-12,3,1015.7,1019.6,0,0.7,0.1,6.2,96.0,1.9,0,0,0,0,0
1993-01-12,4,1015.5,1019.4,0,-0.5,-0.7,5.8,98.0,1.3,0,0,0,0,0
1993-01-12,5,1016.1,1020.0,0,-1.0,-1.5,5.5,96.0,0.6,0,0,0,0,0
1993-01-12,6,1016.7,1020.6,0,-1.9,-2.5,5.1,96.0,0.2,0,0,0,0,0
1993-01-12,7,1017.4,1021.3,0,-2.3,-2.8,5.0,96.0,1.7,0,0,0.01,0,0
1993-01-12,8,1017.9,1021.8,0,-0.7,-0.9,5.7,99.0,1.3,0,0.7,0.24,0,0
1993-01-12,9,1018.8,1022.6,0,2.6,0.2,6.2,84.0,0.8,0,1.0,0.75,0,0
1993-01-12,10,1019.6,1023.4,0,6.0,-0.2,6.0,64.0,2.1,0,1.0,1.24,0,0
1993-01-12,11,1019.1,1022.9,0,8.4,-6.6,3.7,34.0,4.6,0,1.0,1.72,0,0
1993-01-12,12,1018.2,1021.9,0,9.6,-6.3,3.8,32.0,3.1,0,1.0,1.91,0,0
1993-01-12,13,1017.6,1021.3,0,10.6,-7.2,3.6,28.0,4.2,0,1.0,1.9,0,0
1993-01-12,14,1018.1,1021.8,0,9.7,-5.8,4.0,33.0,2.9,0,1.0,1.59,0,0
1993-01-12,15,1018.7,1022.4,0,9.6,-6.4,3.8,32.0,2.8,0,1.0,1.2,0,0
1993-01-12,16,1019.2,1023.0,0,8.6,-6.2,3.9,34.0,2.0,0,1.0,0.55,0,0
1993-01-12,17,1019.9,1023.7,0,6.4,-5.6,4.0,42.0,1.9,0,0.3,0.09,0,0
1993-01-12,18,1020.5,1024.3,0,3.4,-4.2,4.5,58.0,2.0,0,0,0.0,0,0
1993-01-12,19,1020.8,1024.6,0,5.1,-3.1,4.9,55.0,2.9,0,0,0,0,0
1993-01-12,20,1021.1,1025.0,0,1.3,-2.8,5.0,74.0,2.1,0,0,0,0,0
1993-01-12,21,1021.7,1025.6,0,-0.3,-3.3,4.8,80.0,0.9,0,0,0,0,0
1993-01-12,22,1021.6,1025.5,0,-1.3,-3.3,4.8,86.0,1.9,0,0,0,0,0
1993-01-12,23,1021.4,1025.3,0,-1.5,-2.9,4.9,90.0,1.9,0,0,0,0,0
1993-01-12,24,1020.7,1024.6,0,0.4,-4.7,4.3,69.0,2.8,0,0,0,0,0
1993-01-13,1,1020.6,1024.5,0,0.9,-5.6,4.0,62.0,2.6,0,0,0,0,0
1993-01-13,2,1021.2,1025.1,0,-2.0,-4.7,4.3,82.0,1.4,0,0,0,0,0
1993-01-13,3,1021.0,1024.9,0,-1.8,-4.3,4.4,83.0,1.5,0,0,0,0,0
1993-01-13,4,1020.7,1024.6,0,-0.6,-3.5,4.7,81.0,1.5,0,0,0,0,0
1993-01-13,5,1020.8,1024.7,0,-0.2,-2.8,5.0,83.0,1.5,0,0,0,0,0
1993-01-13,6,1021.4,1025.3,0,-0.1,-2.9,4.9,81.0,0.3,0,0,0,0,0
1993-01-13,7,1021.5,1025.4,0,0.0,-3.6,4.7,77.0,1.5,0,0,0.0,0,0
1993-01-13,8,1021.5,1025.4,0,-0.1,-3.6,4.7,77.0,1.5,0,0,0.1,0,0
1993-01-13,9,1021.4,1025.3,0,1.1,-2.8,5.0,75.0,1.0,0,0,0.35,0,0
1993-01-13,10,1021.1,1024.9,0,3.0,-2.8,5.0,66.0,1.1,0,0.1,0.72,0,0
1993-01-13,11,1019.8,1023.6,0,6.9,-1.9,5.3,53.0,1.8,0,0.6,1.39,0,0
1993-01-13,12,1018.6,1022.4,0,8.4,-0.9,5.7,52.0,1.8,0,0.2,1.11,0,0
1993-01-13,13,1017.2,1020.9,0,9.6,-0.1,6.1,51.0,1.9,0,0.8,1.54,0,0
1993-01-13,14,1016.8,1020.5,0,9.9,0.6,6.4,52.0,1.6,0,0.6,1.21,0,0
1993-01-13,15,1016.6,1020.3,0,10.3,1.2,6.7,53.0,1.5,0,0.3,0.74,0,0
1993-01-13,16,1016.3,1020.0,0,9.7,1.3,6.7,56.0,2.3,0,1.0,0.48,0,0
1993-01-13,17,1016.2,1020.0,0,7.2,1.7,6.9,68.0,1.7,0,0.1,0.07,0,0
1993-01-13,18,1016.8,1020.6,0,7.4,1.4,6.8,66.0,2.6,0,0,0.0,0,0
1993-01-13,19,1017.5,1021.3,0,6.9,1.7,6.9,69.0,2.2,0,0,0,0,0
1993-01-13,20,1017.3,1021.1,0,5.9,2.1,7.1,77.0,0.7,0,0,0,0,0
1993-01-13,21,1016.9,1020.7,0,7.0,1.9,7.0,70.0,2.1,0,0,0,0,0
1993-01-13,22,1017.0,1020.8,0,8.1,3.5,7.9,73.0,3.3,0,0,0,0,0
1993-01-13,23,1016.8,1020.6,0,7.1,3.0,7.6,75.0,3.7,0,0,0,0,0
1993-01-13,24,1016.1,1019.9,0.0,7.0,2.7,7.4,74.0,2.9,0,0,0,0,0
1993-01-14,1,1016.1,1019.9,0.0,6.6,2.5,7.3,75.0,3.5,0,0,0,0,0
1993-01-14,2,1015.5,1019.3,0.0,5.8,3.1,7.6,83.0,3.1,0,0,0,0,0
1993-01-14,3,1015.4,1019.2,0.0,5.4,2.8,7.5,83.0,3.0,0,0,0,0,0
1993-01-14,4,1014.7,1018.5,0,5.5,2.3,7.2,80.0,4.1,0,0,0,0,0
1993-01-14,5,1015.0,1018.8,0,5.5,1.9,7.0,78.0,3.7,0,0,0,0,0
1993-01-14,6,1015.5,1019.3,0,5.5,1.5,6.8,75.0,3.3,0,0,0,0,0
1993-01-14,7,1015.5,1019.3,0,5.5,1.5,6.8,75.0,2.1,0,0,0.0,0,0
1993-01-14,8,1015.8,1019.6,0,5.8,1.7,6.9,75.0,2.7,0,0,0.03,0,0
1993-01-14,9,1016.5,1020.3,0.5,5.3,3.2,7.7,86.0,2.2,0,0,0.07,0,0
1993-01-14,10,1015.9,1019.7,0.0,5.1,3.5,7.9,89.0,2.9,0,0,0.13,0,0
1993-01-14,11,1015.2,1019.0,0.0,5.5,2.7,7.4,82.0,1.6,0,0,0.2,0,0
1993-01-14,12,1013.6,1017.4,0,5.5,2.2,7.2,79.0,3.1,0,0,0.19,0,0
1993-01-14,13,1012.6,1016.4,0,5.4,1.6,6.9,76.0,2.9,0,0,0.14,0,0
1993-01-14,14,1012.0,1015.8,0.0,4.9,2.0,7.1,81.0,3.1,0,0,0.12,0,0
1993-01-14,15,1012.3,1016.1,0.0,4.7,2.7,7.4,87.0,2.4,0,0,0.07,0,0
1993-01-14,16,1012.4,1016.2,0.5,4.3,2.9,7.5,91.0,3.2,0,0,0.03,0,0
1993-01-14,17,1011.9,1015.7,0.5,3.9,3.1,7.6,95.0,3.2,0,0,0.01,0,0
1993-01-14,18,1012.8,1016.6,0.5,3.8,2.8,7.5,93.0,2.6,0,0,0.0,0,0
1993-01-14,19,1011.9,1015.7,0.5,3.7,2.7,7.4,93.0,3.8,0,0,0,0,0
1993-01-14,20,1011.7,1015.5,1.0,3.8,2.9,7.5,94.0,2.9,0,0,0,0,0
1993-01-14,21,1012.0,1015.8,2.5,3.8,3.1,7.6,95.0,1.9,0,0,0,0,0
1993-01-14,22,1012.6,1016.4,0.5,3.8,3.2,7.7,96.0,1.5,0,0,0,0,0
1993-01-14,23,1011.8,1015.6,0.0,3.4,3.0,7.6,97.0,1.7,0,0,0,0,0
1993-01-14,24,1012.2,1016.0,1.0,3.2,2.7,7.4,96.0,2.0,0,0,0,0,0
1993-01-15,1,1011.4,1015.2,0.5,3.4,3.0,7.6,97.0,1.9,0,0,0,0,0
1993-01-15,2,1011.8,1015.6,0.0,3.3,2.8,7.5,97.0,1.5,0,0,0,0,0
1993-01-15,3,1011.3,1015.1,0.0,3.7,3.0,7.6,95.0,2.6,0,0,0,0,0
1993-01-15,4,1011.4,1015.2,0.0,2.9,2.4,7.3,97.0,1.8,0,0,0,0,0
1993-01-15,5,1012.0,1015.8,0.0,2.5,1.9,7.0,96.0,1.9,0,0,0,0,0
1993-01-15,6,1012.2,1016.0,0.0,2.6,2.0,7.1,96.0,2.4,0,0,0,0,0
1993-01-15,7,1013.1,1016.9,0.5,2.5,1.9,7.0,96.0,3.1,0,0,0.0,0,0
1993-01-15,8,1013.2,1017.0,0.0,3.0,2.6,7.4,97.0,1.8,0,0,0.04,0,0
1993-01-15,9,1014.1,1017.9,0.0,3.7,3.1,7.6,96.0,2.0,0,0,0.09,0,0
1993-01-15,10,1014.4,1018.2,0.0,4.0,3.3,7.7,95.0,2.1,0,0,0.15,0,0
1993-01-15,11,1013.9,1017.7,0.5,3.6,3.0,7.6,96.0,2.4,0,0,0.19,0,0
1993-01-15,12,1013.3,1017.1,0.0,4.3,3.4,7.8,94.0,1.7,0,0,0.28,0,0
1993-01-15,13,1012.5,1016.3,0.5,4.4,3.3,7.7,93.0,3.4,0,0,0.35,0,0
1993-01-15,14,1012.5,1016.3,0.0,4.4,3.0,7.6,91.0,3.0,0,0,0.3,0,0
1993-01-15,15,1012.2,1016.0,0.0,4.3,2.9,7.5,91.0,2.9,0,0,0.2,0,0
1993-01-15,16,1012.5,1016.3,0.5,4.2,2.8,7.5,91.0,3.1,0,0,0.08,0,0
1993-01-15,17,1012.2,1016.0,1.0,3.8,2.3,7.2,90.0,3.7,0,0,0.01,0,0
1993-01-15,18,1012.7,1016.5,0.5,3.5,2.2,7.2,91.0,2.4,0,0,0.0,0,0
1993-01-15,19,1013.7,1017.5,0.5,2.5,1.8,7.0,95.0,2.8,0,0,0,0,0
1993-01-15,20,1012.7,1016.5,1.0,2.3,1.7,6.9,96.0,1.8,0,0,0,0,0
1993-01-15,21,1011.8,1015.6,0.0,2.4,1.7,6.9,95.0,1.9,0,0,0,0,0
1993-01-15,22,1011.0,1014.8,0.0,3.9,2.8,7.5,93.0,3.9,0,0,0,0,0
1993-01-15,23,1010.2,1014.0,1.5,2.3,1.7,6.9,96.0,3.4,0,0,0,0,0
1993-01-15,24,1009.9,1013.7,2.0,2.0,1.4,6.8,96.0,3.9,0,0,0,0,0
1993-01-16,1,1008.9,1012.7,1.5,2.0,1.3,6.7,95.0,3.6,0,0,0,0,0
1993-01-16,2,1008.3,1012.1,0.5,1.7,1.0,6.6,95.0,3.9,0,0,0,0,0
1993-01-16,3,1008.0,1011.8,1.0,1.7,1.1,6.6,96.0,3.7,0,0,0,0,0
1993-01-16,4,1007.2,1011.0,1.5,2.0,1.3,6.7,95.0,4.4,0,0,0,0,0
1993-01-16,5,1006.3,1010.1,3.0,1.9,1.3,6.7,96.0,4.9,0,0,0,0,0
1993-01-16,6,1007.0,1010.8,2.0,2.2,1.5,6.8,95.0,5.4,0,0,0,0,0
1993-01-16,7,1006.7,1010.5,4.0,2.3,1.7,6.9,96.0,4.0,0,0,0.0,0,0
1993-01-16,8,1006.6,1010.4,1.0,2.6,1.9,7.0,95.0,2.8,0,0,0.05,0,0
1993-01-16,9,1006.8,1010.6,0.5,3.0,2.5,7.3,97.0,3.2,0,0,0.16,0,0
1993-01-16,10,1006.4,1010.2,0.0,3.7,3.2,7.7,96.0,2.0,0,0,0.34,0,0
1993-01-16,11,1005.9,1009.7,0,4.3,3.6,7.9,95.0,2.0,0,0,0.31,0,0
1993-01-16,12,1004.9,1008.7,0.0,4.2,3.7,8.0,97.0,3.7,0,0,0.28,0,0
1993-01-16,13,1004.5,1008.3,0.0,4.0,3.2,7.7,94.0,3.4,0,0,0.26,0,0
1993-01-16,14,1004.1,1007.9,0.0,3.9,3.3,7.7,96.0,4.0,0,0,0.16,0,0
1993-01-16,15,1004.2,1008.0,0.0,3.8,3.1,7.6,95.0,3.5,0,0,0.13,0,0
1993-01-16,16,1004.5,1008.3,0.0,3.8,2.6,7.4,92.0,3.9,0,0,0.09,0,0
1993-01-16,17,1003.5,1007.3,0,3.6,2.3,7.2,91.0,2.2,0,0,0.02,0,0
1993-01-16,18,1004.4,1008.2,0,3.6,2.2,7.2,91.0,2.7,0,0,0.0,0,0
1993-01-16,19,1004.4,1008.2,0,3.5,1.8,7.0,89.0,3.6,0,0,0,0,0
1993-01-16,20,1003.9,1007.7,0.0,3.4,1.6,6.9,88.0,2.9,0,0,0,0,0
1993-01-16,21,1004.3,1008.1,0,3.5,1.3,6.7,85.0,3.4,0,0,0,0,0
1993-01-16,22,1004.3,1008.1,0.0,3.4,1.5,6.8,87.0,2.8,0,0,0,0,0
1993-01-16,23,1004.2,1008.0,0.0,3.2,1.7,6.9,90.0,3.0,0,0,0,0,0
1993-01-16,24,1003.6,1007.4,0,3.2,1.7,6.9,90.0,3.4,0,0,0,0,0
1993-01-17,1,1003.6,1007.4,0,3.3,1.2,6.7,86.0,2.3,0,0,0,0,0
1993-01-17,2,1003.4,1007.2,0,1.3,0.5,6.3,94.0,1.5,0,0,0,0,0
1993-01-17,3,1004.0,1007.8,0,2.3,1.3,6.7,93.0,2.3,0,0,0,0,0
1993-01-17,4,1004.7,1008.5,0,2.9,1.5,6.8,91.0,2.7,0,0,0,0,0
1993-01-17,5,1004.9,1008.7,0,1.1,0.5,6.3,96.0,0.6,0,0,0,0,0
1993-01-17,6,1005.7,1009.5,0,0.6,0.0,6.1,96.0,2.5,0,0,0,0,0
1993-01-17,7,1006.3,1010.1,0,1.1,0.6,6.4,97.0,2.3,0,0,0.01,0,0
1993-01-17,8,1007.3,1011.1,0,2.8,2.0,7.1,94.0,2.4,0,0,0.17,0,0
1993-01-17,9,1008.3,1012.1,0,4.4,2.5,7.3,87.0,2.5,0,0.5,0.67,0,0
1993-01-17,10,1009.1,1012.9,0,2.9,1.7,6.9,92.0,2.9,0,0.7,1.23,0,0
1993-01-17,11,1009.1,1012.8,0,8.0,3.0,7.6,71.0,3.4,0,0.9,1.62,0,0
1993-01-17,12,1008.2,1011.9,0,9.9,0.1,6.2,50.0,5.1,0,1.0,2.0,0,0
1993-01-17,13,1008.3,1012.0,0,11.4,-3.5,4.7,35.0,6.8,0,1.0,2.0,0,0
1993-01-17,14,1008.2,1011.9,0,10.7,-5.2,4.2,32.0,6.7,0,1.0,1.74,0,0
1993-01-17,15,1009.0,1012.7,0,10.2,-6.4,3.8,30.0,6.8,0,1.0,1.26,0,0
1993-01-17,16,1009.8,1013.5,0,9.0,-6.3,3.8,33.0,6.3,0,1.0,0.66,0,0
1993-01-17,17,1010.8,1014.5,0,7.2,-6.8,3.7,36.0,4.9,0,0.5,0.13,0,0
1993-01-17,18,1011.9,1015.7,0,6.5,-6.9,3.7,38.0,5.5,0,0,0.0,0,0
1993-01-17,19,1013.1,1016.9,0,6.1,-6.8,3.7,39.0,6.0,0,0,0,0,0
1993-01-17,20,1014.1,1017.9,0,4.8,-6.1,3.9,45.0,4.1,0,0,0,0,0
1993-01-17,21,1014.5,1018.3,0,3.3,-6.2,3.9,50.0,1.8,0,0,0,0,0
1993-01-17,22,1014.4,1018.2,0,4.3,-6.6,3.7,45.0,5.2,0,0,0,0,0
1993-01-17,23,1015.0,1018.9,0,0.9,-6.4,3.8,58.0,0.3,0,0,0,0,0
1993-01-17,24,1015.8,1019.7,0,-0.7,-5.5,4.1,70.0,0.8,0,0,0,0,0
1993-01-18,1,1016.0,1019.9,0,-2.5,-5.4,4.1,81.0,0.7,0,0,0,0,0
1993-01-18,2,1015.8,1019.7,0,-2.6,-5.0,4.2,83.0,0.9,0,0,0,0,0
1993-01-18,3,1016.0,1019.9,0,-2.7,-5.0,4.2,84.0,0.9,0,0,0,0,0
1993-01-18,4,1015.8,1019.7,0,-2.3,-4.2,4.5,87.0,0.7,0,0,0,0,0
1993-01-18,5,1016.2,1020.1,0,-2.7,-4.4,4.4,88.0,0.9,0,0,0,0,0
1993-01-18,6,1017.1,1021.0,0,-2.7,-4.2,4.5,89.0,0.3,0,0,0,0,0
1993-01-18,7,1017.3,1021.2,0,-2.2,-4.1,4.5,87.0,1.1,0,0,0.01,0,0
1993-01-18,8,1017.6,1021.5,0,-1.4,-3.2,4.8,87.0,1.4,0,0,0.18,0,0
1993-01-18,9,1017.7,1021.5,0,2.3,-2.4,5.1,71.0,0.3,0,0.3,0.44,0,0
1993-01-18,10,1017.3,1021.1,0,4.4,-4.5,4.4,52.0,1.3,0,0,0.71,0,0
1993-01-18,11,1016.8,1020.6,0,5.0,-2.7,5.0,57.0,0.9,0,0,0.68,0,0
1993-01-18,12,1015.3,1019.1,0,5.1,-3.1,4.9,55.0,2.2,0,0,0.85,0,0
1993-01-18,13,1014.5,1018.3,0,5.2,-2.2,5.2,59.0,2.1,0,0,0.53,0,0
1993-01-18,14,1014.4,1018.2,0.0,4.9,-3.1,4.9,56.0,1.3,0,0,0.36,0,0
1993-01-18,15,1013.8,1017.6,0.0,3.0,1.8,7.0,92.0,0.0,0,0,0.14,0,0
1993-01-18,16,1012.9,1016.7,0.5,3.4,1.8,7.0,89.0,0.5,0,0,0.13,0,0
1993-01-18,17,1013.1,1016.9,0,2.8,2.0,7.1,94.0,1.4,0,0,0.03,0,0
1993-01-18,18,1013.2,1017.0,0,2.8,1.6,6.9,92.0,1.1,0,0,0.0,0,0
1993-01-18,19,1012.8,1016.6,0,2.9,1.4,6.8,90.0,1.2,0,0,0,0,0
1993-01-18,20,1012.5,1016.3,0,2.7,1.3,6.7,91.0,1.3,0,0,0,0,0
1993-01-18,21,1012.0,1015.8,0,2.7,1.5,6.8,92.0,1.3,0,0,0,0,0
1993-01-18,22,1011.4,1015.2,0,3.0,1.2,6.7,88.0,1.7,0,0,0,0,0
1993-01-18,23,1010.2,1014.0,0,1.0,0.1,6.2,94.0,0.5,0,0,0,0,0
1993-01-18,24,1009.5,1013.4,0,-0.4,-1.1,5.6,95.0,1.9,0,0,0,0,0
1993-01-19,1,1008.9,1012.8,0,-0.9,-1.4,5.5,96.0,1.9,0,0,0,0,0
1993-01-19,2,1008.7,1012.6,0,-1.0,-1.6,5.4,96.0,2.2,0,0,0,0,0
1993-01-19,3,1008.1,1012.0,0,-1.5,-2.2,5.2,95.0,1.9,0,0,0,0,0
1993-01-19,4,1007.9,1011.8,0,-1.7,-2.7,5.0,93.0,2.2,0,0,0,0,0
1993-01-19,5,1008.1,1012.0,0,-1.8,-2.6,5.1,94.0,1.8,0,0,0,0,0
1993-01-19,6,1008.2,1012.1,0,-2.5,-3.3,4.8,94.0,2.2,0,0,0,0,0
1993-01-19,7,1008.7,1012.6,0,-2.3,-3.1,4.9,94.0,1.5,0,0,0.01,0,0
1993-01-19,8,1009.5,1013.4,0,-1.4,-2.2,5.2,94.0,1.2,0,0.1,0.19,0,0
1993-01-19,9,1010.0,1013.8,0,1.6,-0.6,5.9,85.0,1.2,0,1.0,0.91,0,0
1993-01-19,10,1010.0,1013.8,0,5.6,-2.2,5.2,57.0,3.5,0,1.0,1.45,0,0
1993-01-19,11,1009.1,1012.8,0,7.6,-2.5,5.1,49.0,4.8,0,1.0,1.8,0,0
1993-01-19,12,1008.3,1012.0,0,9.6,-6.9,3.7,31.0,6.1,0,1.0,2.02,0,0
1993-01-19,13,1008.0,1011.7,0,10.3,-6.2,3.9,31.0,5.0,0,1.0,2.02,0,0
1993-01-19,14,1008.1,1011.8,0,10.1,-6.5,3.8,30.0,5.1,0,1.0,1.73,0,0
1993-01-19,15,1008.6,1012.3,0,9.3,-7.5,3.5,30.0,3.9,0,1.0,1.28,0,0
1993-01-19,16,1008.8,1012.5,0,8.2,-8.3,3.3,30.0,4.2,0,1.0,0.67,0,0
1993-01-19,17,1009.7,1013.5,0,6.3,-8.3,3.3,34.0,3.5,0,0.2,0.12,0,0
1993-01-19,18,1010.3,1014.1,0,3.3,-7.8,3.4,44.0,1.3,0,0,0.0,0,0
1993-01-19,19,1011.1,1014.9,0,0.7,-7.2,3.6,55.0,2.0,0,0,0,0,0
1993-01-19,20,1011.4,1015.3,0,-0.2,-6.8,3.7,61.0,0.9,0,0,0,0,0
1993-01-19,21,1011.5,1015.4,0,-0.9,-5.8,4.0,69.0,0.3,0,0,0,0,0
1993-01-19,22,1011.4,1015.3,0,-1.9,-6.2,3.9,73.0,0.0,0,0,0,0,0
1993-01-19,23,1011.1,1015.0,0,0.1,-5.0,4.2,68.0,2.0,0,0,0,0,0
1993-01-19,24,1011.0,1014.9,0,-1.7,-5.1,4.2,78.0,1.6,0,0,0,0,0
1993-01-20,1,1010.6,1014.5,0,-2.4,-4.7,4.3,84.0,0.3,0,0,0,0,0
1993-01-20,2,1010.4,1014.3,0,-2.9,-4.9,4.3,86.0,1.4,0,0,0,0,0
1993-01-20,3,1010.1,1014.0,0,-2.6,-5.1,4.2,83.0,1.8,0,0,0,0,0
1993-01-20,4,1009.7,1013.6,0,-3.4,-5.0,4.2,89.0,1.5,0,0,0,0,0
1993-01-20,5,1009.8,1013.7,0,-3.7,-5.4,4.1,88.0,0.8,0,0,0,0,0
1993-01-20,6,1009.5,1013.4,0,-4.2,-5.3,4.1,92.0,0.0,0,0,0,0,0
1993-01-20,7,1009.5,1013.4,0,-5.0,-6.2,3.9,91.0,1.9,0,0,0.01,0,0
1993-01-20,8,1009.0,1012.9,0,-1.8,-4.1,4.5,84.0,1.3,0,0.7,0.26,0,0
1993-01-20,9,1009.3,1013.1,0,1.8,-2.9,4.9,71.0,1.5,0,1.0,0.84,0,0
1993-01-20,10,1009.2,1013.0,0,4.2,-3.3,4.8,58.0,2.2,0,1.0,1.28,0,0
1993-01-20,11,1008.2,1011.9,0,6.5,-3.4,4.8,49.0,2.4,0,1.0,1.78,0,0
1993-01-20,12,1006.7,1010.4,0,8.4,-3.0,4.9,44.0,2.4,0,1.0,1.94,0,0
1993-01-20,13,1005.9,1009.6,0,9.7,-4.5,4.4,36.0,4.1,0,1.0,1.92,0,0
1993-01-20,14,1006.1,1009.8,0,10.4,-5.2,4.2,33.0,4.0,0,1.0,1.71,0,0
1993-01-20,15,1005.9,1009.6,0,10.1,-7.7,3.4,28.0,3.5,0,1.0,1.25,0,0
1993-01-20,16,1005.9,1009.6,0,8.4,-6.5,3.8,34.0,1.9,0,0.9,0.62,0,0
1993-01-20,17,1006.6,1010.4,0,4.9,-5.1,4.2,48.0,1.6,0,0.4,0.12,0,0
1993-01-20,18,1006.7,1010.5,0,2.9,-5.9,3.9,52.0,2.0,0,0,0.0,0,0
1993-01-20,19,1007.2,1011.0,0,1.4,-6.1,3.9,57.0,1.0,0,0,0,0,0
1993-01-20,20,1007.4,1011.2,0,-0.1,-5.9,3.9,65.0,1.8,0,0,0,0,0
1993-01-20,21,1007.7,1011.5,0,0.4,-5.4,4.1,65.0,1.0,0,0,0,0,0
1993-01-20,22,1008.0,1011.9,0,-0.8,-5.4,4.1,71.0,1.1,0,0,0,0,0
1993-01-20,23,1008.5,1012.4,0,-1.2,-5.0,4.2,75.0,0.6,0,0,0,0,0
1993-01-20,24,1008.6,1012.5,0,-1.5,-4.7,4.3,79.0,0.9,0,0,0,0,0
1993-01-21,1,1009.1,1013.0,0,-2.4,-5.3,4.1,80.0,2.2,0,0,0,0,0
1993-01-21,2,1009.5,1013.4,0,-2.6,-5.0,4.2,83.0,2.6,0,0,0,0,0
1993-01-21,3,1010.0,1013.8,0,0.0,-6.1,3.9,64.0,3.6,0,0,0,0,0
1993-01-21,4,1010.3,1014.1,0,1.2,-6.9,3.7,55.0,4.7,0,0,0,0,0
1993-01-21,5,1011.1,1014.9,0,1.2,-7.2,3.6,53.0,3.1,0,0,0,0,0
1993-01-21,6,1011.8,1015.7,0,0.2,-6.8,3.7,59.0,3.9,0,0,0,0,0
1993-01-21,7,1013.1,1017.0,0,0.2,-7.3,3.5,57.0,2.8,0,0,0.01,0,0
1993-01-21,8,1013.9,1017.7,0,1.8,-5.9,3.9,57.0,3.1,0,0.9,0.31,0,0
1993-01-21,9,1014.7,1018.5,0,3.7,-5.2,4.2,52.0,2.1,0,1.0,0.91,0,0
1993-01-21,10,1014.9,1018.7,0,5.2,-6.7,3.7,42.0,3.3,0,1.0,1.47,0,0
1993-01-21,11,1014.9,1018.7,0,6.7,-7.3,3.5,36.0,3.9,0,1.0,1.87,0,0
1993-01-21,12,1014.1,1017.9,0,7.9,-6.7,3.7,35.0,5.0,0,1.0,2.04,0,0
1993-01-21,13,1013.7,1017.4,0,8.5,-7.0,3.6,33.0,4.4,0,1.0,2.01,0,0
1993-01-21,14,1013.5,1017.2,0,8.1,-8.6,3.2,30.0,5.0,0,1.0,1.75,0,0
1993-01-21,15,1014.1,1017.9,0,7.7,-8.0,3.4,32.0,5.6,0,1.0,1.29,0,0
1993-01-21,16,1014.8,1018.6,0,6.6,-9.1,3.1,32.0,3.7,0,1.0,0.71,0,0
1993-01-21,17,1015.4,1019.2,0,4.9,-10.0,2.9,33.0,3.8,0,0.6,0.16,0,0
1993-01-21,18,1015.8,1019.6,0,4.1,-9.5,3.0,36.0,4.2,0,0,0.0,0,0
1993-01-21,19,1015.8,1019.6,0,4.5,-9.6,3.0,35.0,6.0,0,0,0,0,0
1993-01-21,20,1016.6,1020.4,0,2.3,-8.7,3.2,44.0,1.4,0,0,0,0,0
1993-01-21,21,1017.0,1020.8,0,1.9,-8.6,3.2,46.0,1.4,0,0,0,0,0
1993-01-21,22,1017.1,1020.9,0,2.8,-8.3,3.3,44.0,3.0,0,0,0,0,0
1993-01-21,23,1017.2,1021.1,0,0.8,-7.7,3.4,53.0,2.7,0,0,0,0,0
1993-01-21,24,1017.1,1021.0,0,1.5,-7.6,3.5,51.0,2.7,0,0,0,0,0
1993-01-22,1,1017.3,1021.2,0,-1.6,-7.4,3.5,65.0,2.4,0,0,0,0,0
1993-01-22,2,1017.5,1021.4,0,-1.4,-7.0,3.6,66.0,2.1,0,0,0,0,0
1993-01-22,3,1017.4,1021.3,0,-2.2,-6.5,3.8,72.0,2.4,0,0,0,0,0
1993-01-22,4,1017.4,1021.3,0,-2.8,-6.6,3.7,75.0,1.7,0,0,0,0,0
1993-01-22,5,1017.6,1021.5,0,-2.3,-6.2,3.9,75.0,2.1,0,0,0,0,0
1993-01-22,6,1018.5,1022.4,0,-2.9,-6.4,3.8,77.0,2.5,0,0,0,0,0
1993-01-22,7,1019.2,1023.1,0,-3.6,-6.4,3.8,81.0,1.9,0,0,0.01,0,0
1993-01-22,8,1019.7,1023.6,0,-0.7,-5.6,4.0,69.0,1.2,0,0.9,0.31,0,0
1993-01-22,9,1020.1,1023.9,0,2.8,-5.1,4.2,56.0,2.3,0,1.0,0.9,0,0
1993-01-22,10,1020.2,1024.0,0,5.1,-5.2,4.2,47.0,2.4,0,1.0,1.47,0,0
1993-01-22,11,1019.7,1023.5,0,6.3,-5.7,4.0,42.0,3.1,0,1.0,1.88,0,0
1993-01-22,12,1018.7,1022.5,0,7.0,-5.8,4.0,40.0,4.3,0,1.0,2.03,0,0
1993-01-22,13,1018.2,1022.0,0,7.4,-7.6,3.5,34.0,4.4,0,1.0,2.01,0,0
